date,log_ret
1994-01-18,-0.6599295
1994-01-19,-3.099767
1994-01-20,-0.8439602
1994-01-21,0.8554602
1994-01-24,2.053546
1994-01-25,-2.701671
1994-01-26,-1.150484
1994-01-27,1.294459
1994-01-28,-3.01139
1994-01-31,-4.407907
1994-02-01,-1.209206
1994-02-02,2.704123
1994-02-03,4.014605
1994-02-04,3.838655
1994-02-14,-5.562151
1994-02-15,-0.3624478
1994-02-16,-0.1049166
1994-02-17,-1.284971
1994-02-18,0.1442454
1994-02-21,-2.63347
1994-02-22,2.808872
1994-02-23,-0.6046069
1994-02-24,1.775004
1994-02-25,1.030841
1994-02-28,-2.554144
1994-03-01,-1.125833
1994-03-02,-1.714895
1994-03-03,-1.431212
1994-03-04,-1.224119
1994-03-07,-1.068256
1994-03-08,-0.6970433
1994-03-09,-0.09713085
1994-03-10,-2.524966
1994-03-11,1.777962
1994-03-14,9.110001
1994-03-15,-3.503938
1994-03-16,1.661938
1994-03-17,-0.8756708
1994-03-18,-0.7395318
1994-03-21,-3.893555
1994-03-22,0.6433057
1994-03-23,-2.633026
1994-03-24,-0.7563376
1994-03-25,0.210015
1994-03-28,-2.216984
1994-03-29,1.973382
1994-03-30,-1.103018
1994-03-31,-1.422853
1994-04-01,-1.283878
1994-04-04,-0.7700608
1994-04-05,-0.2861231
1994-04-06,0.3219365
1994-04-07,-0.1513151
1994-04-08,-1.412793
1994-04-11,-3.018631
1994-04-12,0.4174233
1994-04-13,-1.456291
1994-04-14,-4.889311
1994-04-15,0.2716029
1994-04-18,-5.232277
1994-04-19,-6.540646
1994-04-20,-6.877232
1994-04-21,8.635899
1994-04-22,-4.218887
1994-04-25,0.07591646
1994-04-26,4.383334
1994-04-27,4.730456
1994-04-28,-2.345759
1994-04-29,-0.02197866
1994-05-03,3.147002
1994-05-04,0.53006
1994-05-05,-4.922837
1994-05-06,-0.5397949
1994-05-09,1.443429
1994-05-10,2.512966
1994-05-11,-2.313833
1994-05-12,-2.296379
1994-05-13,3.32532
1994-05-16,0.2313378
1994-05-17,-1.427154
1994-05-18,-1.359752
1994-05-19,1.483664
1994-05-20,-0.5337173
1994-05-23,-1.621621
1994-05-24,0.6260093
1994-05-25,-1.191672
