date,log_ret
2008-06-30,-0.8630828
2008-07-01,-3.405324
2008-07-02,0.04631388
2008-07-03,2.234806
2008-07-04,-0.6818795
2008-07-07,5.011529
2008-07-08,0.659685
2008-07-09,3.829793
2008-07-10,-1.382589
2008-07-11,-0.6826149
2008-07-14,0.7545525
2008-07-15,-4.217237
2008-07-16,-3.836443
2008-07-17,-1.007756
2008-07-18,3.520359
2008-07-21,3.338818
2008-07-22,-0.2169955
2008-07-23,-0.7401477
2008-07-24,3.209459
2008-07-25,-1.289957
2008-07-28,0.7338954
2008-07-29,-1.882616
2008-07-30,-0.7340262
2008-07-31,-2.783157
2008-08-01,1.260378
2008-08-04,-2.409832
2008-08-05,-2.559199
2008-08-06,0.6861147
2008-08-07,-0.0459379
2008-08-08,-4.857221
2008-08-11,-5.335766
2008-08-12,-0.5162255
2008-08-13,0.02086389
2008-08-14,-0.04746143
2008-08-15,0.1676508
2008-08-18,-5.639373
2008-08-19,1.504575
2008-08-20,7.561663
2008-08-21,-3.575283
2008-08-22,-1.610706
2008-08-25,-0.1822919
2008-08-26,-2.917317
2008-08-27,-0.2679942
2008-08-28,0.4535369
2008-08-29,2.359919
2008-09-01,-3.509117
2008-09-02,-1.034271
2008-09-03,-1.741239
2008-09-04,0.230815
2008-09-05,-3.054416
2008-09-08,-2.641019
2008-09-09,0.5921713
2008-09-10,0.1882153
2008-09-11,-3.371364
2008-09-12,0.2756642
2008-09-16,-3.786158
2008-09-17,-3.639782
2008-09-18,-1.733318
2008-09-19,8.930877
2008-09-22,6.286059
2008-09-23,-3.885423
2008-09-24,0.7212049
2008-09-25,3.882772
2008-09-26,0.9012438
2008-10-06,-5.2597
2008-10-07,-1.240813
2008-10-08,-3.858109
2008-10-09,-1.372782
2008-10-10,-4.528406
2008-10-13,4.035538
2008-10-14,-2.595481
2008-10-15,-1.052756
2008-10-16,-5.005248
2008-10-17,0.6764918
2008-10-20,3.403555
2008-10-21,-0.8109855
2008-10-22,-2.589296
2008-10-23,0.07960525
2008-10-24,-2.941275
2008-10-27,-7.391024
2008-10-28,3.044434
2008-10-29,-2.83012
2008-10-30,2.350609
2008-10-31,-2.023084
2008-11-03,-0.610155
2008-11-04,-1.571361
2008-11-05,3.836358
2008-11-06,-2.492647
2008-11-07,1.685935
2008-11-10,7.121272
2008-11-11,-1.13369
2008-11-12,1.142015
2008-11-13,3.932061
2008-11-14,3.644978
2008-11-17,2.216903
2008-11-18,-7.706894
2008-11-19,5.978083
2008-11-20,-1.06703
2008-11-21,-0.6072956
2008-11-24,-4.422318
2008-11-25,-0.1824654
2008-11-26,0.5003029
2008-11-27,1.452922
2008-11-28,-2.191749
2008-12-01,1.855976
2008-12-02,0.2373535
2008-12-03,4.399212
2008-12-04,1.537788
2008-12-05,1.514001
2008-12-08,3.985708
2008-12-09,-2.620626
2008-12-10,2.685043
2008-12-11,-2.416399
2008-12-12,-4.29145
2008-12-15,0.7445256
2008-12-16,0.9784735
2008-12-17,0.3488606
2008-12-18,2.158976
2008-12-19,0.3421844
2008-12-22,-1.698463
2008-12-23,-5.010574
2008-12-24,-1.67528
2008-12-25,-0.8675251
2008-12-26,-0.4645228
2008-12-29,-0.3949575
2008-12-30,-1.156132
2008-12-31,-0.8611015
2009-01-05,3.526204
2009-01-06,3.128522
2009-01-07,-0.5999016
2009-01-08,-2.261844
2009-01-09,1.595788
2009-01-12,0.1213842
2009-01-13,-2.344137
2009-01-14,4.126982
2009-01-15,-0.0189253
2009-01-16,1.791647
2009-01-19,1.111769
2009-01-20,0.6305669
2009-01-21,-0.1719835
2009-01-22,1.123403
2009-01-23,-0.5822597
2009-02-02,1.192266
2009-02-03,2.489345
2009-02-04,2.690019
2009-02-05,-0.7152516
2009-02-06,3.934194
2009-02-09,2.619941
2009-02-10,1.30122
2009-02-11,0.1884974
2009-02-12,-0.5506006
2009-02-13,3.422558
2009-02-16,2.599857
2009-02-17,-3.175486
2009-02-18,-4.69715
2009-02-19,0.9868365
2009-02-20,1.97778
2009-02-23,2.783052
2009-02-24,-4.611275
2009-02-25,0.1042096
2009-02-26,-5.076695
2009-02-27,-2.295352
2009-03-02,1.123315
2009-03-03,-1.045793
2009-03-04,6.462167
2009-03-05,0.8614301
2009-03-06,-0.7988717
2009-03-09,-3.745055
2009-03-10,1.721732
2009-03-11,-0.9145667
2009-03-12,-0.2109972
2009-03-13,-0.4650414
2009-03-16,1.627639
2009-03-17,3.540678
2009-03-18,0.4403827
2009-03-19,2.117058
2009-03-20,-0.1142281
2009-03-23,2.471885
2009-03-24,0.5062184
2009-03-25,-2.079154
2009-03-26,3.215113
2009-03-27,0.7688761
2009-03-30,-0.5795233
2009-03-31,0.933448
2009-04-01,1.599319
2009-04-02,1.0998
2009-04-03,-0.2292643
2009-04-07,0.2506097
2009-04-08,-3.86101
2009-04-09,1.533744
2009-04-10,3.045686
2009-04-13,2.322626
2009-04-14,0.7631206
2009-04-15,0.3773406
2009-04-16,0.004465864
2009-04-17,-1.364628
2009-04-20,2.12685
2009-04-21,-1.197463
2009-04-22,-3.776735
2009-04-23,0.6684951
2009-04-24,-0.8001669
2009-04-27,-2.343713
2009-04-28,0.2082746
2009-04-29,3.38993
2009-04-30,0.6717314
2009-05-04,3.424208
2009-05-05,0.4671678
2009-05-06,1.382763
2009-05-07,0.07592109
2009-05-08,0.7969374
2009-05-11,-2.317613
2009-05-12,2.293948
2009-05-13,0.9081625
2009-05-14,-0.7633897
2009-05-15,0.125968
2009-05-18,0.5154568
2009-05-19,1.044491
2009-05-20,-0.9630461
2009-05-21,-2.259721
2009-05-22,-0.3398483
2009-05-25,0.4383449
2009-05-26,-1.204587
2009-05-27,1.458196
2009-06-01,3.511543
2009-06-02,0.2362217
2009-06-03,2.559882
2009-06-04,0.4873473
2009-06-05,-0.490069
2009-06-08,0.3114923
2009-06-09,0.4088656
2009-06-10,0.9757815
2009-06-11,-0.9396462
2009-06-12,-1.886244
2009-06-15,2.040095
2009-06-16,-0.1676955
2009-06-17,1.653473
2009-06-18,1.543862
2009-06-19,0.7354903
2009-06-22,0.08308236
2009-06-23,0.04346092
2009-06-24,1.187192
2009-06-25,-0.0900836
2009-06-26,0.3361972
2009-06-29,1.634368
